text,pred,label,prob,anger,disgust,fear,joy,neutral,sadness,surprise
"The lawn started at
the beach and ran towards the front door for a quarter of a mile,
jumping over sundials and brick walks and burning gardens—finally when
it reached the house drifting up the side in bright vines as though
from the momentum of its run.",0,anger,0.4825447201728821,0.4825447201728821,0.09469400346279144,0.1990528404712677,0.030695972964167595,0.08427726477384567,0.029191043227910995,0.07954420149326324
"The front was broken by a line of French
windows, glowing now with reflected gold and wide open to the warm
windy afternoon, and Tom Buchanan in riding clothes was standing with
his legs apart on the front porch.",6,surprise,0.24605655670166016,0.2338404357433319,0.0987103134393692,0.11966638267040253,0.028832849115133286,0.15263038873672485,0.12026308476924896,0.24605655670166016
He had changed since his New Haven years.,4,neutral,0.8696115612983704,0.005469128489494324,0.03649026155471802,0.013981628231704235,0.004279020708054304,0.8696115612983704,0.019489102065563202,0.0506792888045311
"Now he was a sturdy
straw-haired man of thirty, with a rather hard mouth and a
supercilious manner.",1,disgust,0.6299834251403809,0.11131267249584198,0.6299834251403809,0.00559355691075325,0.011809617280960083,0.22737842798233032,0.008786352351307869,0.005135844927281141
"Two shining arrogant eyes had established
dominance over his face and gave him the appearance of always leaning
aggressively forward.",4,neutral,0.5242708921432495,0.14109134674072266,0.29522550106048584,0.01492340862751007,0.008977428078651428,0.5242708921432495,0.004818399902433157,0.010693054646253586
"Not even the effeminate swank of his riding
clothes could hide the enormous power of that body—he seemed to fill
those glistening boots until he strained the top lacing, and you could
see a great pack of muscle shifting when his shoulder moved under his
thin coat.",1,disgust,0.4570881128311157,0.020973026752471924,0.4570881128311157,0.04015035927295685,0.028467223048210144,0.2764706015586853,0.03784462809562683,0.1390060931444168
It was a body capable of enormous leverage—a cruel body.,1,disgust,0.8353143334388733,0.13805441558361053,0.8353143334388733,0.005741414148360491,0.0007971255108714104,0.00719700800254941,0.011310367844998837,0.0015853149816393852
"His speaking voice, a gruff husky tenor, added to the impression of
fractiousness he conveyed.",1,disgust,0.33674177527427673,0.09723666310310364,0.33674177527427673,0.004460316617041826,0.23931339383125305,0.30506232380867004,0.012203492224216461,0.004982034210115671
"There was a touch of paternal contempt in
it, even toward people he liked—and there were men at New Haven who
had hated his guts.",1,disgust,0.8293310403823853,0.12456142902374268,0.8293310403823853,0.0021345496643334627,0.0012119808234274387,0.030774801969528198,0.007920586504042149,0.0040655615739524364
"“Now, don’t think my opinion on these matters is final,” he seemed to
say, “just because I’m stronger and more of a man than you are.” We
were in the same senior society, and while we were never intimate I
always had the impression that he approved of me and wanted me to like
him with some harsh, defiant wistfulness of his own.",4,neutral,0.4711413085460663,0.16627444326877594,0.18075644969940186,0.03792523592710495,0.09842243790626526,0.4711413085460663,0.03087041527032852,0.014609787613153458
We talked for a few minutes on the sunny porch.,3,joy,0.743238091468811,0.004313572309911251,0.023206185549497604,0.002106176223605871,0.743238091468811,0.19912709295749664,0.02219008468091488,0.005818778648972511
"“I’ve got a nice place here,” he said, his eyes flashing about
restlessly.",4,neutral,0.7523576617240906,0.01733141392469406,0.037671033293008804,0.003940173890441656,0.16677497327327728,0.7523576617240906,0.008359935134649277,0.013564851135015488
"Turning me around by one arm, he moved a broad flat hand along the
front vista, including in its sweep a sunken Italian garden, a half
acre of deep, pungent roses, and a snub-nosed motorboat that bumped
the tide offshore.",1,disgust,0.43364858627319336,0.06959423422813416,0.43364858627319336,0.04550176113843918,0.0175231471657753,0.17700108885765076,0.1683180332183838,0.0884130671620369
"“It belonged to Demaine, the oil man.” He turned me around again,
politely and abruptly.",4,neutral,0.4290693700313568,0.04613532871007919,0.033537738025188446,0.17653174698352814,0.003573449095711112,0.4290693700313568,0.010246102698147297,0.3009062707424164
“We’ll go inside.”,4,neutral,0.7965514063835144,0.0607309453189373,0.0441867932677269,0.07410730421543121,0.007766817696392536,0.7965514063835144,0.013322891667485237,0.003333789762109518
"We walked through a high hallway into a bright rosy-coloured space,
fragilely bound into the house by French windows at either end.",3,joy,0.8143846988677979,0.0031169839203357697,0.04405656084418297,0.008323117159307003,0.8143846988677979,0.11442409455776215,0.005240383557975292,0.010454094037413597
"The
windows were ajar and gleaming white against the fresh grass outside
that seemed to grow a little way into the house.",6,surprise,0.25066065788269043,0.09818019717931747,0.24332009255886078,0.13266831636428833,0.014382309280335903,0.16363632678985596,0.09715212881565094,0.25066065788269043
"A breeze blew through
the room, blew curtains in at one end and out the other like pale
flags, twisting them up toward the frosted wedding-cake of the
ceiling, and then rippled over the wine-coloured rug, making a shadow
on it as wind does on the sea.",2,fear,0.27720338106155396,0.21107153594493866,0.27003756165504456,0.27720338106155396,0.010630165226757526,0.10920748859643936,0.06442807614803314,0.05742180347442627
"The only completely stationary object in the room was an enormous
couch on which two young women were buoyed up as though upon an
anchored balloon.",4,neutral,0.4329441785812378,0.024118980392813683,0.37731292843818665,0.07937121391296387,0.030626457184553146,0.4329441785812378,0.014368027448654175,0.04125823453068733
"They were both in white, and their dresses were
rippling and fluttering as if they had just been blown back in after a
short flight around the house.",4,neutral,0.8721601366996765,0.01017298735678196,0.02183395065367222,0.005662181880325079,0.006745916325598955,0.8721601366996765,0.0069000450894236565,0.07652468979358673
"I must have stood for a few moments
listening to the whip and snap of the curtains and the groan of a
picture on the wall.",1,disgust,0.7258017063140869,0.01344634871929884,0.7258017063140869,0.022078266367316246,0.006688116583973169,0.046209901571273804,0.18077343702316284,0.005002215038985014
"Then there was a boom as Tom Buchanan shut the
rear windows and the caught wind died out about the room, and the
curtains and the rugs and the two young women ballooned slowly to the
floor.",6,surprise,0.46154510974884033,0.06150668114423752,0.04233765974640846,0.15227991342544556,0.009674114175140858,0.24864870309829712,0.02400781586766243,0.46154510974884033
The younger of the two was a stranger to me.,1,disgust,0.8552302718162537,0.00599663844332099,0.8552302718162537,0.06442448496818542,0.02710169181227684,0.027726829051971436,0.005158183164894581,0.014361816458404064
"She was extended full
length at her end of the divan, completely motionless, and with her
chin raised a little, as if she were balancing something on it which
was quite likely to fall.",2,fear,0.4464789927005768,0.023527514189481735,0.02415269799530506,0.4464789927005768,0.011386713944375515,0.3209475576877594,0.12505348026752472,0.04845301806926727
"If she saw me out of the corner of her eyes
she gave no hint of it—indeed, I was almost surprised into murmuring
an apology for having disturbed her by coming in.",6,surprise,0.9821272492408752,0.005233941599726677,0.002701634308323264,0.0030640822369605303,0.0011942903511226177,0.004594304598867893,0.0010844963835552335,0.9821272492408752
"The other girl, Daisy, made an attempt to rise—she leaned slightly
forward with a conscientious expression—then she laughed, an absurd,
charming little laugh, and I laughed too and came forward into the
room.",4,neutral,0.36798179149627686,0.04668446257710457,0.06718737632036209,0.06533387303352356,0.36798179149627686,0.22805285453796387,0.01481977291405201,0.2099398374557495
“I’m p-paralysed with happiness.”,4,neutral,0.5013493299484253,0.015151433646678925,0.03853745758533478,0.3103187680244446,0.012908161617815495,0.5013493299484253,0.1004105657339096,0.02132427878677845
"She laughed again, as if she said something very witty, and held my
hand for a moment, looking up into my face, promising that there was
no one in the world she so much wanted to see.",3,joy,0.4928586483001709,0.020698286592960358,0.030132215470075607,0.0019474825821816921,0.4928586483001709,0.15552131831645966,0.2675006091594696,0.03134141117334366
"That was a way she
had.",4,neutral,0.9271792769432068,0.006715077441185713,0.008652407675981522,0.0022379138972610235,0.01065005548298359,0.9271792769432068,0.009433568455278873,0.035131700336933136
"She hinted in a murmur that the surname of the balancing girl was
Baker.",2,fear,0.8102699518203735,0.016891146078705788,0.06946124136447906,0.8102699518203735,0.0018081780290231109,0.0462036095559597,0.05207444727420807,0.0032914550974965096
"(I’ve heard it said that Daisy’s murmur was only to make people
lean toward her; an irrelevant criticism that made it no less
charming.)",1,disgust,0.4208051264286041,0.014834512956440449,0.4208051264286041,0.23790323734283447,0.016972919926047325,0.25812482833862305,0.04174337536096573,0.009615992195904255
"At any rate, Miss Baker’s lips fluttered, she nodded at me almost
imperceptibly, and then quickly tipped her head back again—the object
she was balancing had obviously tottered a little and given her
something of a fright.",2,fear,0.9559229612350464,0.009012366645038128,0.007410069461911917,0.9559229612350464,0.0014279987663030624,0.009594835340976715,0.0034775701351463795,0.013154227286577225
Again a sort of apology arose to my lips.,5,sadness,0.4191928505897522,0.03186272457242012,0.19182105362415314,0.01096145436167717,0.013590065762400627,0.3241718113422394,0.4191928505897522,0.008400049060583115
"Almost any exhibition of complete self-sufficiency draws a stunned
tribute from me.",6,surprise,0.9687923192977905,0.0033504441380500793,0.0016793040558695793,0.01449557114392519,0.002499663271009922,0.007928844541311264,0.00125379697419703,0.9687923192977905
"I looked back at my cousin, who began to ask me questions in her low,
thrilling voice.",1,disgust,0.9435113072395325,0.03636123239994049,0.9435113072395325,0.006222520023584366,0.0005446088034659624,0.00780117604881525,0.0037073735147714615,0.001851760782301426
"It was the kind of voice that the ear follows up and
down, as if each speech is an arrangement of notes that will never be
played again.",4,neutral,0.9435631036758423,0.004071879666298628,0.01811848022043705,0.0034309301991015673,0.002284439979121089,0.9435631036758423,0.0053906431421637535,0.023140517994761467
"Her face was sad and lovely with bright things in it,
bright eyes and a bright passionate mouth, but there was an excitement
in her voice that men who had cared for her found difficult to forget:
a singing compulsion, a whispered “Listen,” a promise that she had
done gay, exciting things just a while since and that there were gay,
exciting things hovering in the next hour.",4,neutral,0.3447038233280182,0.013760061003267765,0.006633400451391935,0.021381547674536705,0.14972904324531555,0.3447038233280182,0.3304102122783661,0.1333818882703781
"I told her how I had stopped off in Chicago for a day on my way East,
and how a dozen people had sent their love through me.",6,surprise,0.8173092007637024,0.01781534031033516,0.0035599356051534414,0.004835255444049835,0.013863316737115383,0.12103541940450668,0.02158159762620926,0.8173092007637024
“Do they miss me?” she cried ecstatically.,5,sadness,0.6249298453330994,0.041743338108062744,0.08633747696876526,0.11992236971855164,0.003765273839235306,0.09497048705816269,0.6249298453330994,0.028331182897090912
“The whole town is desolate.,5,sadness,0.6849440336227417,0.07263796031475067,0.1737537384033203,0.02984938770532608,0.0016671845223754644,0.029437772929668427,0.6849440336227417,0.007709953468292952
"All the cars have the left rear wheel
painted black as a mourning wreath, and there’s a persistent wail all
night along the north shore.”",5,sadness,0.8995590209960938,0.016710761934518814,0.00926902238279581,0.006325995549559593,0.0029085760470479727,0.06106819584965706,0.8995590209960938,0.004158512689173222
“How gorgeous!,6,surprise,0.9208801984786987,0.007745611947029829,0.005177570506930351,0.002994789509102702,0.0349317230284214,0.02383379638195038,0.0044362954795360565,0.9208801984786987
"Let’s go back, Tom.",4,neutral,0.8060951232910156,0.028781956061720848,0.05150221288204193,0.00849375780671835,0.05645455792546272,0.8060951232910156,0.042706720530986786,0.00596570735797286
"Tomorrow!” Then she added
irrelevantly: “You ought to see the baby.”",1,disgust,0.41291964054107666,0.32142531871795654,0.41291964054107666,0.05772028863430023,0.016605637967586517,0.09925471246242523,0.04810107871890068,0.04397331550717354
“I’d like to.”,4,neutral,0.5621601939201355,0.009248909540474415,0.02484414540231228,0.04510439932346344,0.13953961431980133,0.5621601939201355,0.20071829855442047,0.018384380266070366
“She’s asleep.,4,neutral,0.6185636520385742,0.019269831478595734,0.119509257376194,0.016616519540548325,0.0047492366284132,0.6185636520385742,0.021532371640205383,0.19975905120372772
She’s three years old.,4,neutral,0.8850073218345642,0.008513487875461578,0.019490094855427742,0.008929655887186527,0.009825165383517742,0.8850073218345642,0.012743132188916206,0.055491141974925995
Haven’t you ever seen her?”,1,disgust,0.3896026313304901,0.15090279281139374,0.3896026313304901,0.05251297727227211,0.004906530026346445,0.1591915339231491,0.026473592966794968,0.2164100557565689
“Never.”,4,neutral,0.8233365416526794,0.030163181945681572,0.03581424430012703,0.08138351142406464,0.0032823386136442423,0.8233365416526794,0.021297574043273926,0.004722606856375933
